"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness","condition","patch1","hex_distance"
"776",8,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",15,"target",4,0.266666666666667,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"777",7,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",9,"target",4,0.444444444444444,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"778",6,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",4,"target",2,0.5,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"779",6,"3","9","Similar","orange",10,"yellow","20","stingless",8,"target",2,0.25,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"780",5,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",2,0.333333333333333,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"781",4,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",3,"target",0,0,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"782",5,"3","9","Similar","orange",10,"yellow","20","stingless",10,"target",4,0.4,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"783",3,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",2,"target",0,0,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"784",7,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",47,"target",10,0.212765957446809,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"785",2,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",1,"target",0,0,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"786",1,"4","6","Dissimilar","orange",10,"light_blue","40","stingless",1,"target",0,0,"2025-02-11","09:34",22,"","4_6","high","high_Dissimilar","orange",0.23553903
"787",6,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",48,"target",9,0.1875,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"788",5,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",29,"target",5,0.172413793103448,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"789",4,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",25,"target",7,0.28,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"790",4,"3","9","Similar","orange",10,"yellow","20","stingless",9,"target",3,0.333333333333333,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"791",3,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",32,"target",8,0.25,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"792",3,"3","9","Similar","orange",10,"yellow","20","stingless",9,"target",2,0.222222222222222,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"793",2,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",22,"target",3,0.136363636363636,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"794",2,"3","9","Similar","orange",10,"yellow","20","stingless",4,"target",1,0.25,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"795",1,"6","7","Dissimilar","orange",10,"dark_blue","20","stingless",9,"target",0,0,"2025-02-11","09:44",23,"","6_7","low","low_Dissimilar","orange",0.47282496
"796",1,"3","9","Similar","orange",10,"yellow","20","stingless",2,"target",1,0.5,"2025-02-11","09:46",22,"","3_9","low","low_Similar","orange",0.1086285
"797",12,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",12,"target",6,0.5,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"798",11,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",13,"target",4,0.307692307692308,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"799",10,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"target",1,0.142857142857143,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"800",7,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",8,"target",2,0.25,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"801",6,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",10,"target",3,0.3,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"802",5,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",8,"target",2,0.25,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"803",4,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"target",1,0.142857142857143,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"804",3,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",3,"target",1,0.333333333333333,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"805",2,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",3,"target",1,0.333333333333333,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"806",1,"3","7","Dissimilar","orange",10,"dark_blue","20","stingless",2,"target",1,0.5,"2025-02-09","08:47",21,"","3_7","low","low_Dissimilar","orange",0.47282496
"807",12,"5","9","Similar","orange",10,"yellow","20","stingless",7,"target",2,0.285714285714286,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"808",11,"5","9","Similar","orange",10,"yellow","20","stingless",12,"target",3,0.25,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"809",10,"5","9","Similar","orange",10,"yellow","20","stingless",19,"target",4,0.210526315789474,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"810",9,"5","9","Similar","orange",10,"yellow","20","stingless",18,"target",5,0.277777777777778,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"811",8,"5","9","Similar","orange",10,"yellow","20","stingless",22,"target",5,0.227272727272727,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"812",7,"5","9","Similar","orange",10,"yellow","20","stingless",14,"target",3,0.214285714285714,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"813",6,"5","9","Similar","orange",10,"yellow","20","stingless",15,"target",2,0.133333333333333,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"814",5,"5","9","Similar","orange",10,"yellow","20","stingless",15,"target",4,0.266666666666667,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"815",4,"5","9","Similar","orange",10,"yellow","20","stingless",8,"target",3,0.375,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"816",3,"5","9","Similar","orange",10,"yellow","20","stingless",4,"target",2,0.5,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"817",2,"5","9","Similar","orange",10,"yellow","20","stingless",2,"target",0,0,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"818",1,"5","9","Similar","orange",10,"yellow","20","stingless",1,"target",0,0,"2025-02-09","09:50",21,"","5_9","low","low_Similar","orange",0.1086285
"819",12,"6","9","Similar","orange",10,"yellow","20","stingless",70,"target",32,0.457142857142857,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"820",11,"6","9","Similar","orange",10,"yellow","20","stingless",101,"target",32,0.316831683168317,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"821",10,"6","9","Similar","orange",10,"yellow","20","stingless",64,"target",24,0.375,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"822",9,"6","9","Similar","orange",10,"yellow","20","stingless",54,"target",17,0.314814814814815,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"823",8,"6","9","Similar","orange",10,"yellow","20","stingless",37,"target",5,0.135135135135135,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"824",7,"6","9","Similar","orange",10,"yellow","20","stingless",46,"target",8,0.173913043478261,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"825",6,"6","9","Similar","orange",10,"yellow","20","stingless",32,"target",9,0.28125,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"826",5,"6","9","Similar","orange",10,"yellow","20","stingless",27,"target",4,0.148148148148148,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"827",4,"6","9","Similar","orange",10,"yellow","20","stingless",16,"target",5,0.3125,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"828",3,"6","9","Similar","orange",10,"yellow","20","stingless",7,"target",4,0.571428571428571,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"829",2,"6","9","Similar","orange",10,"yellow","20","stingless",2,"target",1,0.5,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"830",1,"6","9","Similar","orange",10,"yellow","20","stingless",2,"target",1,0.5,"2025-02-09","09:49",21,"","6_9","low","low_Similar","orange",0.1086285
"831",12,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",19,"target",7,0.368421052631579,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"832",11,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",21,"target",9,0.428571428571429,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"833",10,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",27,"target",8,0.296296296296296,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"834",9,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",30,"target",6,0.2,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"835",8,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",33,"target",11,0.333333333333333,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"836",7,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",30,"target",12,0.4,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"837",6,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",18,"target",5,0.277777777777778,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"838",5,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",15,"target",5,0.333333333333333,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"839",4,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",10,"target",3,0.3,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"840",3,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",9,"target",3,0.333333333333333,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"841",2,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",6,"target",1,0.166666666666667,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"842",1,"7","7","Dissimilar","orange",10,"dark_blue","20","stingless",3,"target",1,0.333333333333333,"2025-02-09","12:08",23,"","7_7","low","low_Dissimilar","orange",0.47282496
"843",12,"4","8","Similar","orange",10,"red","40","stingless",32,"target",1,0.03125,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"844",11,"4","8","Similar","orange",10,"red","40","stingless",26,"target",2,0.0769230769230769,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"845",10,"4","8","Similar","orange",10,"red","40","stingless",27,"target",8,0.296296296296296,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"846",9,"4","8","Similar","orange",10,"red","40","stingless",18,"target",3,0.166666666666667,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"847",8,"4","8","Similar","orange",10,"red","40","stingless",31,"target",2,0.0645161290322581,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"848",7,"4","8","Similar","orange",10,"red","40","stingless",23,"target",4,0.173913043478261,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"849",6,"4","8","Similar","orange",10,"red","40","stingless",21,"target",5,0.238095238095238,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"850",5,"4","8","Similar","orange",10,"red","40","stingless",22,"target",4,0.181818181818182,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"851",4,"4","8","Similar","orange",10,"red","40","stingless",14,"target",2,0.142857142857143,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"852",3,"4","8","Similar","orange",10,"red","40","stingless",9,"target",2,0.222222222222222,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"853",2,"4","8","Similar","orange",10,"red","40","stingless",5,"target",1,0.2,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"854",1,"4","8","Similar","orange",10,"red","40","stingless",4,"target",2,0.5,"2025-02-09","12:05",23,"","4_8","high","high_Similar","orange",0.20124656
"855",12,"6","8","Similar","orange",10,"red","40","stingless",56,"target",15,0.267857142857143,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"856",11,"6","8","Similar","orange",10,"red","40","stingless",67,"target",9,0.134328358208955,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"857",7,"6","8","Similar","orange",10,"red","40","stingless",60,"target",13,0.216666666666667,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"858",9,"6","8","Similar","orange",10,"red","40","stingless",56,"target",20,0.357142857142857,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"859",8,"6","8","Similar","orange",10,"red","40","stingless",67,"target",16,0.238805970149254,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"860",10,"6","8","Similar","orange",10,"red","40","stingless",71,"target",12,0.169014084507042,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"861",6,"6","8","Similar","orange",10,"red","40","stingless",60,"target",7,0.116666666666667,"2025-02-07","09:59",0,"","6_8","high","high_Similar","orange",0.20124656
"862",5,"6","8","Similar","orange",10,"red","40","stingless",50,"target",11,0.22,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"863",4,"6","8","Similar","orange",10,"red","40","stingless",47,"target",15,0.319148936170213,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"864",2,"6","8","Similar","orange",10,"red","40","stingless",12,"target",4,0.333333333333333,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"865",1,"6","8","Similar","orange",10,"red","40","stingless",3,"target",1,0.333333333333333,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"866",3,"6","8","Similar","orange",10,"red","40","stingless",34,"target",10,0.294117647058824,"2025-02-07","09:59",26,"","6_8","high","high_Similar","orange",0.20124656
"867",10,"5","8","Similar","orange",10,"red","40","stingless",21,"target",0,0,"2025-02-07","10:01",27,"","5_8","high","high_Similar","orange",0.20124656
"868",12,"4","7","Dissimilar","orange",10,"dark_blue","20","stingless",13,"target",9,0.692307692307692,"2025-02-07","10:03",26,"","4_7","low","low_Dissimilar","orange",0.47282496
"869",11,"4","7","Dissimilar","orange",10,"dark_blue","20","stingless",22,"target",11,0.5,"2025-02-07","10:03",26,"","4_7","low","low_Dissimilar","orange",0.47282496
"870",10,"4","7","Dissimilar","orange",10,"dark_blue","20","stingless",10,"target",5,0.5,"2025-02-07","10:03",26,"","4_7","low","low_Dissimilar","orange",0.47282496
"871",12,"5","8","Similar","orange",10,"red","40","stingless",25,"target",2,0.08,"2025-02-07","10:01",27,"","5_8","high","high_Similar","orange",0.20124656
"872",12,"7","9","Similar","orange",10,"yellow","20","stingless",37,"target",13,0.351351351351351,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"873",11,"5","8","Similar","orange",10,"red","40","stingless",24,"target",3,0.125,"2025-02-07","10:01",27,"","5_8","high","high_Similar","orange",0.20124656
"874",9,"5","8","Similar","orange",10,"red","40","stingless",28,"target",3,0.107142857142857,"2025-02-07","10:01",27,"","5_8","high","high_Similar","orange",0.20124656
"875",8,"5","8","Similar","orange",10,"red","40","stingless",32,"target",1,0.03125,"2025-02-07","10:01",27,"","5_8","high","high_Similar","orange",0.20124656
"876",11,"7","9","Similar","orange",10,"yellow","20","stingless",29,"target",10,0.344827586206897,"2025-02-07","10:00",26,"","7_9","low","low_Similar","orange",0.1086285
"877",7,"5","8","Similar","orange",10,"red","40","stingless",28,"target",4,0.142857142857143,"2025-02-07","10:01",27,"","5_8","high","high_Similar","orange",0.20124656
"878",6,"5","8","Similar","orange",10,"red","40","stingless",35,"target",2,0.0571428571428571,"2025-02-07","10:01",27,"","5_8","high","high_Similar","orange",0.20124656
"879",5,"5","8","Similar","orange",10,"red","40","stingless",44,"target",3,0.0681818181818182,"2025-02-07","10:01",27,"","5_8","high","high_Similar","orange",0.20124656
