"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness"
"2209",6,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",47,"target",11,0.234042553191489,"2025-02-17","11:02",21,"","9_6","high"
"2210",6,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",47,"target",0,0.234042553191489,"2025-02-17","11:02",21,"","9_6","high"
"2211",6,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",47,"companion",36,0.234042553191489,"2025-02-17","11:02",21,"","9_6","high"
"2212",6,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",47,"companion",0,0.234042553191489,"2025-02-17","11:02",21,"","9_6","high"
"2213",5,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",21,"target",2,0.0952380952380952,"2025-02-17","11:02",21,"","9_6","high"
"2214",5,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",21,"target",0,0.0952380952380952,"2025-02-17","11:02",21,"","9_6","high"
"2215",5,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",21,"companion",19,0.0952380952380952,"2025-02-17","11:02",21,"","9_6","high"
"2216",5,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",21,"companion",1,0.0952380952380952,"2025-02-17","11:02",21,"","9_6","high"
"2217",1,"13","8","Similar","orange",10,"red","40","stingless",3,"target",1,0.333333333333333,"2025-02-17","13:13",22,"","13_8","high"
"2218",1,"13","8","Similar","orange",10,"red","40","honeybee",3,"target",0,0.333333333333333,"2025-02-17","13:13",22,"","13_8","high"
"2219",1,"13","8","Similar","orange",10,"red","40","stingless",3,"companion",2,0.333333333333333,"2025-02-17","13:13",22,"","13_8","high"
"2220",1,"13","8","Similar","orange",10,"red","40","honeybee",3,"companion",0,0.333333333333333,"2025-02-17","13:13",22,"","13_8","high"
"2221",1,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",9,"target",4,0.444444444444444,"2025-02-17","11:02",21,"","9_6","high"
"2222",1,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",9,"target",0,0.444444444444444,"2025-02-17","11:02",21,"","9_6","high"
"2223",1,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",9,"companion",5,0.444444444444444,"2025-02-17","11:02",21,"","9_6","high"
"2224",1,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",9,"companion",0,0.444444444444444,"2025-02-17","11:02",21,"","9_6","high"
"2225",3,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",12,"target",3,0.25,"2025-02-17","11:02",21,"","9_6","high"
"2226",3,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",12,"target",0,0.25,"2025-02-17","11:02",21,"","9_6","high"
"2227",3,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",12,"companion",9,0.25,"2025-02-17","11:02",21,"","9_6","high"
"2228",3,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",12,"companion",0,0.25,"2025-02-17","11:02",21,"","9_6","high"
"2229",4,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",20,"target",2,0.1,"2025-02-17","11:02",21,"","9_6","high"
"2230",4,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",20,"target",0,0.1,"2025-02-17","11:02",21,"","9_6","high"
"2231",4,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",20,"companion",18,0.1,"2025-02-17","11:02",21,"","9_6","high"
"2232",4,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",20,"companion",0,0.1,"2025-02-17","11:02",21,"","9_6","high"
"2233",2,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",8,"target",2,0.25,"2025-02-17","11:02",21,"","9_6","high"
"2234",2,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",8,"target",0,0.25,"2025-02-17","11:02",21,"","9_6","high"
"2235",2,"9","6","Dissimilar","orange",10,"light_blue","40","stingless",8,"companion",6,0.25,"2025-02-17","11:02",21,"","9_6","high"
"2236",2,"9","6","Dissimilar","orange",10,"light_blue","40","honeybee",8,"companion",1,0.25,"2025-02-17","11:02",21,"","9_6","high"
"2237",7,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",14,"target",5,0.357142857142857,"2025-02-17","13:00",22,"","10_7","low"
"2238",7,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",14,"target",0,0.357142857142857,"2025-02-17","13:00",22,"","10_7","low"
"2239",7,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",14,"companion",9,0.357142857142857,"2025-02-17","13:00",22,"","10_7","low"
"2240",7,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",14,"companion",0,0.357142857142857,"2025-02-17","13:00",22,"","10_7","low"
"2241",12,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",13,"target",5,0.384615384615385,"2025-02-17","10:38",20,"","8_6","high"
"2242",12,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",13,"target",0,0.384615384615385,"2025-02-17","10:38",20,"","8_6","high"
"2243",12,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",13,"companion",8,0.384615384615385,"2025-02-17","10:38",20,"","8_6","high"
"2244",12,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",13,"companion",0,0.384615384615385,"2025-02-17","10:38",20,"","8_6","high"
"2245",11,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",11,"target",6,0.545454545454545,"2025-02-17","10:38",20,"","8_6","high"
"2246",11,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",11,"target",0,0.545454545454545,"2025-02-17","10:38",20,"","8_6","high"
"2247",11,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",11,"companion",5,0.545454545454545,"2025-02-17","10:38",20,"","8_6","high"
"2248",11,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",11,"companion",0,0.545454545454545,"2025-02-17","10:38",20,"","8_6","high"
"2249",10,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",3,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2250",10,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",6,"target",0,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2251",10,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"companion",3,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2252",10,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",6,"companion",0,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2253",6,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",6,"target",3,0.5,"2025-02-17","13:00",22,"","10_7","low"
"2254",6,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",6,"target",0,0.5,"2025-02-17","13:00",22,"","10_7","low"
"2255",6,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",6,"companion",3,0.5,"2025-02-17","13:00",22,"","10_7","low"
"2256",6,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",6,"companion",0,0.5,"2025-02-17","13:00",22,"","10_7","low"
"2257",9,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",4,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high"
"2258",9,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",6,"target",0,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high"
"2259",9,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"companion",2,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high"
"2260",9,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",6,"companion",0,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high"
"2261",8,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"target",3,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2262",8,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",6,"target",0,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2263",8,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",6,"companion",3,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2264",8,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",6,"companion",0,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2265",7,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",5,"target",3,0.6,"2025-02-17","10:38",20,"","8_6","high"
"2266",7,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",5,"target",0,0.6,"2025-02-17","10:38",20,"","8_6","high"
"2267",7,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",5,"companion",2,0.6,"2025-02-17","10:38",20,"","8_6","high"
"2268",7,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",5,"companion",0,0.6,"2025-02-17","10:38",20,"","8_6","high"
"2269",6,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",2,"target",1,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2270",6,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",2,"target",0,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2271",6,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",2,"companion",1,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2272",6,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",2,"companion",0,0.5,"2025-02-17","10:38",20,"","8_6","high"
"2273",5,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",2,"target",2,1,"2025-02-17","10:38",20,"","8_6","high"
"2274",5,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",2,"target",0,1,"2025-02-17","10:38",20,"","8_6","high"
"2275",5,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",2,"companion",0,1,"2025-02-17","10:38",20,"","8_6","high"
"2276",5,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",2,"companion",0,1,"2025-02-17","10:38",20,"","8_6","high"
"2277",4,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",3,"target",2,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high"
"2278",4,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",3,"target",0,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high"
"2279",4,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",3,"companion",1,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high"
"2280",4,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",3,"companion",0,0.666666666666667,"2025-02-17","10:38",20,"","8_6","high"
"2281",3,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",3,"target",1,0.333333333333333,"2025-02-17","10:38",20,"","8_6","high"
"2282",3,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",3,"target",0,0.333333333333333,"2025-02-17","10:38",20,"","8_6","high"
"2283",3,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",3,"companion",2,0.333333333333333,"2025-02-17","10:38",20,"","8_6","high"
"2284",3,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",3,"companion",0,0.333333333333333,"2025-02-17","10:38",20,"","8_6","high"
"2285",2,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",0,"target",0,NA,"2025-02-17","10:38",20,"","8_6","high"
"2286",2,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",0,"target",0,NA,"2025-02-17","10:38",20,"","8_6","high"
"2287",2,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",0,"companion",0,NA,"2025-02-17","10:38",20,"","8_6","high"
"2288",2,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",0,"companion",0,NA,"2025-02-17","10:38",20,"","8_6","high"
"2289",1,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",0,"target",0,NA,"2025-02-17","10:38",20,"Mislabelled as colony 9 at beginning of video ","8_6","high"
"2290",1,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",0,"target",0,NA,"2025-02-17","10:38",20,"Mislabelled as colony 9 at beginning of video ","8_6","high"
"2291",1,"8","6","Dissimilar","orange",10,"light_blue","40","stingless",0,"companion",0,NA,"2025-02-17","10:38",20,"Mislabelled as colony 9 at beginning of video ","8_6","high"
"2292",1,"8","6","Dissimilar","orange",10,"light_blue","40","honeybee",0,"companion",0,NA,"2025-02-17","10:38",20,"Mislabelled as colony 9 at beginning of video ","8_6","high"
"2293",5,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",4,"target",2,0.5,"2025-02-17","13:00",22,"","10_7","low"
"2294",5,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",4,"target",0,0.5,"2025-02-17","13:00",22,"","10_7","low"
"2295",5,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",4,"companion",2,0.5,"2025-02-17","13:00",22,"","10_7","low"
"2296",5,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",4,"companion",0,0.5,"2025-02-17","13:00",22,"","10_7","low"
"2297",4,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",8,"target",2,0.25,"2025-02-17","13:00",22,"","10_7","low"
"2298",4,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",8,"target",0,0.25,"2025-02-17","13:00",22,"","10_7","low"
"2299",4,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",8,"companion",6,0.25,"2025-02-17","13:00",22,"","10_7","low"
"2300",4,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",8,"companion",0,0.25,"2025-02-17","13:00",22,"","10_7","low"
"2301",3,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"target",4,0.571428571428571,"2025-02-17","13:00",22,"","10_7","low"
"2302",3,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",7,"target",0,0.571428571428571,"2025-02-17","13:00",22,"","10_7","low"
"2303",3,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",7,"companion",3,0.571428571428571,"2025-02-17","13:00",22,"","10_7","low"
"2304",3,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",7,"companion",0,0.571428571428571,"2025-02-17","13:00",22,"","10_7","low"
"2305",2,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",5,"target",1,0.2,"2025-02-17","13:00",22,"","10_7","low"
"2306",2,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",5,"target",0,0.2,"2025-02-17","13:00",22,"","10_7","low"
"2307",2,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",5,"companion",4,0.2,"2025-02-17","13:00",22,"","10_7","low"
"2308",2,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",5,"companion",0,0.2,"2025-02-17","13:00",22,"","10_7","low"
"2309",1,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",5,"target",4,0.8,"2025-02-17","13:00",22,"","10_7","low"
"2310",1,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",5,"target",0,0.8,"2025-02-17","13:00",22,"","10_7","low"
"2311",1,"10","7","Dissimilar","orange",10,"dark_blue","20","stingless",5,"companion",1,0.8,"2025-02-17","13:00",22,"","10_7","low"
"2312",1,"10","7","Dissimilar","orange",10,"dark_blue","20","honeybee",5,"companion",0,0.8,"2025-02-17","13:00",22,"","10_7","low"
"2313",12,"10","9","Similar","orange",10,"yellow","20","stingless",9,"target",4,0.444444444444444,"2025-02-17","10:38",19,"","10_9","low"
"2314",12,"10","9","Similar","orange",10,"yellow","20","honeybee",9,"target",0,0.444444444444444,"2025-02-17","10:38",19,"","10_9","low"
"2315",12,"10","9","Similar","orange",10,"yellow","20","stingless",9,"companion",5,0.444444444444444,"2025-02-17","10:38",19,"","10_9","low"
"2316",12,"10","9","Similar","orange",10,"yellow","20","honeybee",9,"companion",0,0.444444444444444,"2025-02-17","10:38",19,"","10_9","low"
"2317",11,"11","9","Similar","orange",10,"yellow","20","stingless",20,"target",10,0.5,"2025-02-17","10:36",20,"","11_9","low"
"2318",11,"11","9","Similar","orange",10,"yellow","20","honeybee",20,"target",0,0.5,"2025-02-17","10:36",20,"","11_9","low"
"2319",11,"11","9","Similar","orange",10,"yellow","20","stingless",20,"companion",10,0.5,"2025-02-17","10:36",20,"","11_9","low"
"2320",11,"11","9","Similar","orange",10,"yellow","20","honeybee",20,"companion",0,0.5,"2025-02-17","10:36",20,"","11_9","low"
"2321",11,"10","9","Similar","orange",10,"yellow","20","stingless",5,"target",3,0.6,"2025-02-17","10:38",19,"","10_9","low"
"2322",11,"10","9","Similar","orange",10,"yellow","20","honeybee",5,"target",0,0.6,"2025-02-17","10:38",19,"","10_9","low"
"2323",11,"10","9","Similar","orange",10,"yellow","20","stingless",5,"companion",2,0.6,"2025-02-17","10:38",19,"","10_9","low"
"2324",11,"10","9","Similar","orange",10,"yellow","20","honeybee",5,"companion",0,0.6,"2025-02-17","10:38",19,"","10_9","low"
"2325",10,"11","9","Similar","orange",10,"yellow","20","stingless",12,"target",6,0.5,"2025-02-17","10:36",20,"","11_9","low"
"2326",10,"11","9","Similar","orange",10,"yellow","20","honeybee",12,"target",0,0.5,"2025-02-17","10:36",20,"","11_9","low"
"2327",10,"11","9","Similar","orange",10,"yellow","20","stingless",12,"companion",6,0.5,"2025-02-17","10:36",20,"","11_9","low"
"2328",10,"11","9","Similar","orange",10,"yellow","20","honeybee",12,"companion",0,0.5,"2025-02-17","10:36",20,"","11_9","low"
"2329",10,"10","9","Similar","orange",10,"yellow","20","stingless",5,"target",3,0.6,"2025-02-17","10:38",19,"","10_9","low"
"2330",10,"10","9","Similar","orange",10,"yellow","20","honeybee",5,"target",0,0.6,"2025-02-17","10:38",19,"","10_9","low"
"2331",10,"10","9","Similar","orange",10,"yellow","20","stingless",5,"companion",2,0.6,"2025-02-17","10:38",19,"","10_9","low"
"2332",10,"10","9","Similar","orange",10,"yellow","20","honeybee",5,"companion",0,0.6,"2025-02-17","10:38",19,"","10_9","low"
"2333",9,"11","9","Similar","orange",10,"yellow","20","stingless",13,"target",6,0.461538461538462,"2025-02-17","10:36",20,"","11_9","low"
"2334",9,"11","9","Similar","orange",10,"yellow","20","honeybee",13,"target",0,0.461538461538462,"2025-02-17","10:36",20,"","11_9","low"
"2335",9,"11","9","Similar","orange",10,"yellow","20","stingless",13,"companion",7,0.461538461538462,"2025-02-17","10:36",20,"","11_9","low"
"2336",9,"11","9","Similar","orange",10,"yellow","20","honeybee",13,"companion",0,0.461538461538462,"2025-02-17","10:36",20,"","11_9","low"
"2337",8,"11","9","Similar","orange",10,"yellow","20","stingless",13,"target",8,0.615384615384615,"2025-02-17","10:36",20,"","11_9","low"
"2338",8,"11","9","Similar","orange",10,"yellow","20","honeybee",13,"target",0,0.615384615384615,"2025-02-17","10:36",20,"","11_9","low"
"2339",8,"11","9","Similar","orange",10,"yellow","20","stingless",13,"companion",5,0.615384615384615,"2025-02-17","10:36",20,"","11_9","low"
"2340",8,"11","9","Similar","orange",10,"yellow","20","honeybee",13,"companion",0,0.615384615384615,"2025-02-17","10:36",20,"","11_9","low"
"2341",7,"11","9","Similar","orange",10,"yellow","20","stingless",13,"target",5,0.384615384615385,"2025-02-17","10:36",20,"","11_9","low"
"2342",7,"11","9","Similar","orange",10,"yellow","20","honeybee",13,"target",0,0.384615384615385,"2025-02-17","10:36",20,"","11_9","low"
"2343",7,"11","9","Similar","orange",10,"yellow","20","stingless",13,"companion",8,0.384615384615385,"2025-02-17","10:36",20,"","11_9","low"
"2344",7,"11","9","Similar","orange",10,"yellow","20","honeybee",13,"companion",0,0.384615384615385,"2025-02-17","10:36",20,"","11_9","low"
"2345",9,"10","9","Similar","orange",10,"yellow","20","stingless",5,"target",2,0.4,"2025-02-17","10:38",19,"","10_9","low"
"2346",9,"10","9","Similar","orange",10,"yellow","20","honeybee",5,"target",0,0.4,"2025-02-17","10:38",19,"","10_9","low"
"2347",9,"10","9","Similar","orange",10,"yellow","20","stingless",5,"companion",3,0.4,"2025-02-17","10:38",19,"","10_9","low"
"2348",9,"10","9","Similar","orange",10,"yellow","20","honeybee",5,"companion",0,0.4,"2025-02-17","10:38",19,"","10_9","low"
"2349",8,"10","9","Similar","orange",10,"yellow","20","stingless",7,"target",4,0.571428571428571,"2025-02-17","10:38",19,"","10_9","low"
"2350",8,"10","9","Similar","orange",10,"yellow","20","honeybee",7,"target",0,0.571428571428571,"2025-02-17","10:38",19,"","10_9","low"
"2351",8,"10","9","Similar","orange",10,"yellow","20","stingless",7,"companion",3,0.571428571428571,"2025-02-17","10:38",19,"","10_9","low"
"2352",8,"10","9","Similar","orange",10,"yellow","20","honeybee",7,"companion",0,0.571428571428571,"2025-02-17","10:38",19,"","10_9","low"
"2353",7,"10","9","Similar","orange",10,"yellow","20","stingless",4,"target",1,0.25,"2025-02-17","10:38",19,"","10_9","low"
"2354",7,"10","9","Similar","orange",10,"yellow","20","honeybee",4,"target",0,0.25,"2025-02-17","10:38",19,"","10_9","low"
"2355",7,"10","9","Similar","orange",10,"yellow","20","stingless",4,"companion",3,0.25,"2025-02-17","10:38",19,"","10_9","low"
"2356",7,"10","9","Similar","orange",10,"yellow","20","honeybee",4,"companion",0,0.25,"2025-02-17","10:38",19,"","10_9","low"
"2357",6,"11","9","Similar","orange",10,"yellow","20","stingless",19,"target",7,0.368421052631579,"2025-02-17","10:36",20,"","11_9","low"
"2358",6,"11","9","Similar","orange",10,"yellow","20","honeybee",19,"target",0,0.368421052631579,"2025-02-17","10:36",20,"","11_9","low"
"2359",6,"11","9","Similar","orange",10,"yellow","20","stingless",19,"companion",12,0.368421052631579,"2025-02-17","10:36",20,"","11_9","low"
"2360",6,"11","9","Similar","orange",10,"yellow","20","honeybee",19,"companion",0,0.368421052631579,"2025-02-17","10:36",20,"","11_9","low"
"2361",5,"11","9","Similar","orange",10,"yellow","20","stingless",19,"target",9,0.473684210526316,"2025-02-17","10:36",20,"","11_9","low"
"2362",5,"11","9","Similar","orange",10,"yellow","20","honeybee",19,"target",0,0.473684210526316,"2025-02-17","10:36",20,"","11_9","low"
"2363",5,"11","9","Similar","orange",10,"yellow","20","stingless",19,"companion",10,0.473684210526316,"2025-02-17","10:36",20,"","11_9","low"
"2364",5,"11","9","Similar","orange",10,"yellow","20","honeybee",19,"companion",0,0.473684210526316,"2025-02-17","10:36",20,"","11_9","low"
"2365",6,"10","9","Similar","orange",10,"yellow","20","stingless",2,"target",1,0.5,"2025-02-17","10:38",19,"","10_9","low"
"2366",6,"10","9","Similar","orange",10,"yellow","20","honeybee",2,"target",0,0.5,"2025-02-17","10:38",19,"","10_9","low"
"2367",6,"10","9","Similar","orange",10,"yellow","20","stingless",2,"companion",1,0.5,"2025-02-17","10:38",19,"","10_9","low"
"2368",6,"10","9","Similar","orange",10,"yellow","20","honeybee",2,"companion",0,0.5,"2025-02-17","10:38",19,"","10_9","low"
"2369",4,"11","9","Similar","orange",10,"yellow","20","stingless",23,"target",12,0.521739130434783,"2025-02-17","10:36",20,"","11_9","low"
"2370",4,"11","9","Similar","orange",10,"yellow","20","honeybee",23,"target",0,0.521739130434783,"2025-02-17","10:36",20,"","11_9","low"
"2371",4,"11","9","Similar","orange",10,"yellow","20","stingless",23,"companion",11,0.521739130434783,"2025-02-17","10:36",20,"","11_9","low"
"2372",4,"11","9","Similar","orange",10,"yellow","20","honeybee",23,"companion",0,0.521739130434783,"2025-02-17","10:36",20,"","11_9","low"
"2373",3,"11","9","Similar","orange",10,"yellow","20","stingless",29,"target",13,0.448275862068966,"2025-02-17","10:36",20,"","11_9","low"
"2374",3,"11","9","Similar","orange",10,"yellow","20","honeybee",29,"target",0,0.448275862068966,"2025-02-17","10:36",20,"","11_9","low"
"2375",3,"11","9","Similar","orange",10,"yellow","20","stingless",29,"companion",16,0.448275862068966,"2025-02-17","10:36",20,"","11_9","low"
"2376",3,"11","9","Similar","orange",10,"yellow","20","honeybee",29,"companion",0,0.448275862068966,"2025-02-17","10:36",20,"","11_9","low"
"2377",2,"11","9","Similar","orange",10,"yellow","20","stingless",27,"target",13,0.481481481481481,"2025-02-17","10:36",20,"","11_9","low"
"2378",2,"11","9","Similar","orange",10,"yellow","20","honeybee",27,"target",0,0.481481481481481,"2025-02-17","10:36",20,"","11_9","low"
"2379",2,"11","9","Similar","orange",10,"yellow","20","stingless",27,"companion",14,0.481481481481481,"2025-02-17","10:36",20,"","11_9","low"
"2380",2,"11","9","Similar","orange",10,"yellow","20","honeybee",27,"companion",0,0.481481481481481,"2025-02-17","10:36",20,"","11_9","low"
"2381",1,"11","9","Similar","orange",10,"yellow","20","stingless",23,"target",9,0.391304347826087,"2025-02-17","10:36",20,"","11_9","low"
"2382",1,"11","9","Similar","orange",10,"yellow","20","honeybee",23,"target",0,0.391304347826087,"2025-02-17","10:36",20,"","11_9","low"
"2383",1,"11","9","Similar","orange",10,"yellow","20","stingless",23,"companion",14,0.391304347826087,"2025-02-17","10:36",20,"","11_9","low"
"2384",1,"11","9","Similar","orange",10,"yellow","20","honeybee",23,"companion",0,0.391304347826087,"2025-02-17","10:36",20,"","11_9","low"
"2385",5,"10","9","Similar","orange",10,"yellow","20","stingless",3,"target",2,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2386",5,"10","9","Similar","orange",10,"yellow","20","honeybee",3,"target",0,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2387",5,"10","9","Similar","orange",10,"yellow","20","stingless",3,"companion",1,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2388",5,"10","9","Similar","orange",10,"yellow","20","honeybee",3,"companion",0,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2389",4,"10","9","Similar","orange",10,"yellow","20","stingless",1,"target",1,1,"2025-02-17","10:38",19,"","10_9","low"
"2390",4,"10","9","Similar","orange",10,"yellow","20","honeybee",1,"target",0,1,"2025-02-17","10:38",19,"","10_9","low"
"2391",4,"10","9","Similar","orange",10,"yellow","20","stingless",1,"companion",0,1,"2025-02-17","10:38",19,"","10_9","low"
"2392",4,"10","9","Similar","orange",10,"yellow","20","honeybee",1,"companion",0,1,"2025-02-17","10:38",19,"","10_9","low"
"2393",3,"10","9","Similar","orange",10,"yellow","20","stingless",3,"target",2,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2394",3,"10","9","Similar","orange",10,"yellow","20","honeybee",3,"target",0,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2395",3,"10","9","Similar","orange",10,"yellow","20","stingless",3,"companion",1,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2396",3,"10","9","Similar","orange",10,"yellow","20","honeybee",3,"companion",0,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2397",2,"10","9","Similar","orange",10,"yellow","20","stingless",3,"target",2,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2398",2,"10","9","Similar","orange",10,"yellow","20","honeybee",3,"target",0,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2399",2,"10","9","Similar","orange",10,"yellow","20","stingless",3,"companion",1,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2400",2,"10","9","Similar","orange",10,"yellow","20","honeybee",3,"companion",0,0.666666666666667,"2025-02-17","10:38",19,"","10_9","low"
"2401",1,"10","9","Similar","orange",10,"yellow","20","stingless",0,"target",0,NA,"2025-02-17","10:38",19,"","10_9","low"
"2402",1,"10","9","Similar","orange",10,"yellow","20","honeybee",0,"target",0,NA,"2025-02-17","10:38",19,"","10_9","low"
"2403",1,"10","9","Similar","orange",10,"yellow","20","stingless",0,"companion",0,NA,"2025-02-17","10:38",19,"","10_9","low"
"2404",1,"10","9","Similar","orange",10,"yellow","20","honeybee",0,"companion",0,NA,"2025-02-17","10:38",19,"","10_9","low"
"2405",12,"11","6","Dissimilar","orange",10,"light_blue","40","stingless",61,"target",5,0.0819672131147541,"2025-02-15","10:26",24,"","11_6","high"
