"","timeslot","colony","treatment","similarity","target_color","target_concentration","companion_color","companion_concentration","species","total_visitation","flowertype","number_individuals","relative_target_visitation","date","start_time_of_experiment","temp_at_start_of_experiment","comments","id","attractiveness"
"1169",10,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",81,"target",17,0.209876543209877,"2025-02-22","10:00",22,"","9_1","high"
"1170",10,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",81,"target",0,0.209876543209877,"2025-02-22","10:00",22,"","9_1","high"
"1171",10,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",81,"companion",64,0.209876543209877,"2025-02-22","10:00",22,"","9_1","high"
"1172",10,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",81,"companion",3,0.209876543209877,"2025-02-22","10:00",22,"","9_1","high"
"1173",8,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",84,"target",12,0.142857142857143,"2025-02-22","10:00",22,"","9_1","high"
"1174",8,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",84,"target",0,0.142857142857143,"2025-02-22","10:00",22,"","9_1","high"
"1175",8,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",84,"companion",72,0.142857142857143,"2025-02-22","10:00",22,"","9_1","high"
"1176",8,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",84,"companion",1,0.142857142857143,"2025-02-22","10:00",22,"","9_1","high"
"1177",9,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",80,"target",16,0.2,"2025-02-22","10:00",22,"","9_1","high"
"1178",9,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",80,"target",0,0.2,"2025-02-22","10:00",22,"","9_1","high"
"1179",9,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",80,"companion",64,0.2,"2025-02-22","10:00",22,"","9_1","high"
"1180",9,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",80,"companion",1,0.2,"2025-02-22","10:00",22,"","9_1","high"
"1181",7,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",80,"target",12,0.15,"2025-02-22","10:00",22,"","9_1","high"
"1182",7,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",80,"target",0,0.15,"2025-02-22","10:00",22,"","9_1","high"
"1183",7,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",80,"companion",68,0.15,"2025-02-22","10:00",22,"","9_1","high"
"1184",7,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",80,"companion",1,0.15,"2025-02-22","10:00",22,"","9_1","high"
"1185",6,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",57,"target",5,0.087719298245614,"2025-02-22","10:00",22,"","9_1","high"
"1186",6,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",57,"target",0,0.087719298245614,"2025-02-22","10:00",22,"","9_1","high"
"1187",6,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",57,"companion",52,0.087719298245614,"2025-02-22","10:00",22,"","9_1","high"
"1188",6,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",57,"companion",1,0.087719298245614,"2025-02-22","10:00",22,"","9_1","high"
"1189",5,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",61,"target",7,0.114754098360656,"2025-02-22","10:00",22,"","9_1","high"
"1190",5,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",61,"target",0,0.114754098360656,"2025-02-22","10:00",22,"","9_1","high"
"1191",5,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",61,"companion",54,0.114754098360656,"2025-02-22","10:00",22,"","9_1","high"
"1192",5,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",61,"companion",0,0.114754098360656,"2025-02-22","10:00",22,"","9_1","high"
"1193",4,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",44,"target",7,0.159090909090909,"2025-02-22","10:00",22,"","9_1","high"
"1194",4,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",44,"target",0,0.159090909090909,"2025-02-22","10:00",22,"","9_1","high"
"1195",4,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",44,"companion",37,0.159090909090909,"2025-02-22","10:00",22,"","9_1","high"
"1196",4,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",44,"companion",1,0.159090909090909,"2025-02-22","10:00",22,"","9_1","high"
"1197",3,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",17,"target",3,0.176470588235294,"2025-02-22","10:00",22,"","9_1","high"
"1198",3,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",17,"target",0,0.176470588235294,"2025-02-22","10:00",22,"","9_1","high"
"1199",3,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",17,"companion",14,0.176470588235294,"2025-02-22","10:00",22,"","9_1","high"
"1200",3,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",17,"companion",0,0.176470588235294,"2025-02-22","10:00",22,"","9_1","high"
"1201",2,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",5,"target",1,0.2,"2025-02-22","10:00",22,"","9_1","high"
"1202",2,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",5,"target",0,0.2,"2025-02-22","10:00",22,"","9_1","high"
"1203",2,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",5,"companion",4,0.2,"2025-02-22","10:00",22,"","9_1","high"
"1204",2,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",5,"companion",0,0.2,"2025-02-22","10:00",22,"","9_1","high"
"1205",1,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",1,"target",0,0,"2025-02-22","10:00",22,"","9_1","high"
"1206",1,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",1,"target",0,0,"2025-02-22","10:00",22,"","9_1","high"
"1207",1,"9","1","Dissimilar","orange",10,"dark_blue","40","stingless",1,"companion",1,0,"2025-02-22","10:00",22,"","9_1","high"
"1208",1,"9","1","Dissimilar","orange",10,"dark_blue","40","honeybee",1,"companion",0,0,"2025-02-22","10:00",22,"","9_1","high"
"1209",12,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",19,"target",6,0.315789473684211,"2025-02-22","09:59",22,"","8_1","high"
"1210",12,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",19,"target",0,0.315789473684211,"2025-02-22","09:59",22,"","8_1","high"
"1211",12,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",19,"companion",13,0.315789473684211,"2025-02-22","09:59",22,"","8_1","high"
"1212",12,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",19,"companion",1,0.315789473684211,"2025-02-22","09:59",22,"","8_1","high"
"1213",11,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",21,"target",6,0.285714285714286,"2025-02-22","09:59",22,"","8_1","high"
"1214",11,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",21,"target",0,0.285714285714286,"2025-02-22","09:59",22,"","8_1","high"
"1215",11,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",21,"companion",15,0.285714285714286,"2025-02-22","09:59",22,"","8_1","high"
"1216",11,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",21,"companion",1,0.285714285714286,"2025-02-22","09:59",22,"","8_1","high"
"1217",10,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",24,"target",5,0.208333333333333,"2025-02-22","09:59",22,"","8_1","high"
"1218",10,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",24,"target",0,0.208333333333333,"2025-02-22","09:59",22,"","8_1","high"
"1219",10,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",24,"companion",19,0.208333333333333,"2025-02-22","09:59",22,"","8_1","high"
"1220",10,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",24,"companion",0,0.208333333333333,"2025-02-22","09:59",22,"","8_1","high"
"1221",9,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",23,"target",4,0.173913043478261,"2025-02-22","09:59",22,"","8_1","high"
"1222",9,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",23,"target",0,0.173913043478261,"2025-02-22","09:59",22,"","8_1","high"
"1223",9,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",23,"companion",19,0.173913043478261,"2025-02-22","09:59",22,"","8_1","high"
"1224",9,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",23,"companion",0,0.173913043478261,"2025-02-22","09:59",22,"","8_1","high"
"1225",8,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",27,"target",2,0.0740740740740741,"2025-02-22","09:59",22,"","8_1","high"
"1226",8,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",27,"target",0,0.0740740740740741,"2025-02-22","09:59",22,"","8_1","high"
"1227",8,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",27,"companion",25,0.0740740740740741,"2025-02-22","09:59",22,"","8_1","high"
"1228",8,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",27,"companion",0,0.0740740740740741,"2025-02-22","09:59",22,"","8_1","high"
"1229",7,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",18,"target",3,0.166666666666667,"2025-02-22","09:59",22,"","8_1","high"
"1230",7,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",18,"target",0,0.166666666666667,"2025-02-22","09:59",22,"","8_1","high"
"1231",7,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",18,"companion",15,0.166666666666667,"2025-02-22","09:59",22,"","8_1","high"
"1232",7,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",18,"companion",0,0.166666666666667,"2025-02-22","09:59",22,"","8_1","high"
"1233",6,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",20,"target",4,0.2,"2025-02-22","09:59",22,"","8_1","high"
"1234",6,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",20,"target",0,0.2,"2025-02-22","09:59",22,"","8_1","high"
"1235",6,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",20,"companion",16,0.2,"2025-02-22","09:59",22,"","8_1","high"
"1236",6,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",20,"companion",0,0.2,"2025-02-22","09:59",22,"","8_1","high"
"1237",5,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"target",1,0.0833333333333333,"2025-02-22","09:59",22,"","8_1","high"
"1238",5,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"target",0,0.0833333333333333,"2025-02-22","09:59",22,"","8_1","high"
"1239",5,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"companion",11,0.0833333333333333,"2025-02-22","09:59",22,"","8_1","high"
"1240",5,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"companion",0,0.0833333333333333,"2025-02-22","09:59",22,"","8_1","high"
"1241",4,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",8,"target",2,0.25,"2025-02-22","09:59",22,"","8_1","high"
"1242",4,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",8,"target",0,0.25,"2025-02-22","09:59",22,"","8_1","high"
"1243",4,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",8,"companion",6,0.25,"2025-02-22","09:59",22,"","8_1","high"
"1244",4,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",8,"companion",0,0.25,"2025-02-22","09:59",22,"","8_1","high"
"1245",3,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",7,"target",1,0.142857142857143,"2025-02-22","09:59",22,"","8_1","high"
"1246",3,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",7,"target",0,0.142857142857143,"2025-02-22","09:59",22,"","8_1","high"
"1247",3,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",7,"companion",6,0.142857142857143,"2025-02-22","09:59",22,"","8_1","high"
"1248",3,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",7,"companion",0,0.142857142857143,"2025-02-22","09:59",22,"","8_1","high"
"1249",2,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",4,"target",1,0.25,"2025-02-22","09:59",22,"","8_1","high"
"1250",2,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",4,"target",0,0.25,"2025-02-22","09:59",22,"","8_1","high"
"1251",2,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",4,"companion",3,0.25,"2025-02-22","09:59",22,"","8_1","high"
"1252",2,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",4,"companion",0,0.25,"2025-02-22","09:59",22,"","8_1","high"
"1253",1,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",1,"target",0,0,"2025-02-22","09:59",22,"","8_1","high"
"1254",1,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",1,"target",0,0,"2025-02-22","09:59",22,"","8_1","high"
"1255",1,"8","1","Dissimilar","orange",10,"dark_blue","40","stingless",1,"companion",1,0,"2025-02-22","09:59",22,"","8_1","high"
"1256",1,"8","1","Dissimilar","orange",10,"dark_blue","40","honeybee",1,"companion",0,0,"2025-02-22","09:59",22,"","8_1","high"
"1257",1,"8","3","Similar","orange",10,"yellow","40","stingless",3,"target",1,0.333333333333333,"2025-02-24","10:00",23,"","8_3","high"
"1258",1,"8","3","Similar","orange",10,"yellow","40","honeybee",3,"target",0,0.333333333333333,"2025-02-24","10:00",23,"","8_3","high"
"1259",1,"8","3","Similar","orange",10,"yellow","40","stingless",3,"companion",2,0.333333333333333,"2025-02-24","10:00",23,"","8_3","high"
"1260",1,"8","3","Similar","orange",10,"yellow","40","honeybee",3,"companion",0,0.333333333333333,"2025-02-24","10:00",23,"","8_3","high"
"1261",1,"9","3","Similar","orange",10,"yellow","40","stingless",14,"target",3,0.214285714285714,"2025-02-24","10:01",23,"","9_3","high"
"1262",1,"9","3","Similar","orange",10,"yellow","40","honeybee",14,"target",0,0.214285714285714,"2025-02-24","10:01",23,"","9_3","high"
"1263",1,"9","3","Similar","orange",10,"yellow","40","stingless",14,"companion",11,0.214285714285714,"2025-02-24","10:01",23,"","9_3","high"
"1264",1,"9","3","Similar","orange",10,"yellow","40","honeybee",14,"companion",1,0.214285714285714,"2025-02-24","10:01",23,"","9_3","high"
"1265",12,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"target",2,0.166666666666667,"2025-02-19","12:53",24,"","12_1","high"
"1266",12,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"target",0,0.166666666666667,"2025-02-19","12:53",24,"","12_1","high"
"1267",12,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"companion",10,0.166666666666667,"2025-02-19","12:53",24,"","12_1","high"
"1268",12,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"companion",0,0.166666666666667,"2025-02-19","12:53",24,"","12_1","high"
"1269",11,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"target",1,0.0833333333333333,"2025-02-19","12:53",24,"","12_1","high"
"1270",11,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"target",0,0.0833333333333333,"2025-02-19","12:53",24,"","12_1","high"
"1271",11,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"companion",11,0.0833333333333333,"2025-02-19","12:53",24,"","12_1","high"
"1272",11,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"companion",0,0.0833333333333333,"2025-02-19","12:53",24,"","12_1","high"
"1273",9,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"target",4,0.333333333333333,"2025-02-19","12:53",24,"","12_1","high"
"1274",9,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"target",0,0.333333333333333,"2025-02-19","12:53",24,"","12_1","high"
"1275",9,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"companion",8,0.333333333333333,"2025-02-19","12:53",24,"","12_1","high"
"1276",9,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"companion",0,0.333333333333333,"2025-02-19","12:53",24,"","12_1","high"
"1277",8,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"target",4,0.333333333333333,"2025-02-19","12:53",22,"","12_1","high"
"1278",8,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"target",0,0.333333333333333,"2025-02-19","12:53",22,"","12_1","high"
"1279",8,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"companion",8,0.333333333333333,"2025-02-19","12:53",22,"","12_1","high"
"1280",8,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"companion",0,0.333333333333333,"2025-02-19","12:53",22,"","12_1","high"
"1281",7,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"target",3,0.25,"2025-02-19","12:53",22,"","12_1","high"
"1282",7,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"target",0,0.25,"2025-02-19","12:53",22,"","12_1","high"
"1283",7,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",12,"companion",9,0.25,"2025-02-19","12:53",22,"","12_1","high"
"1284",7,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",12,"companion",1,0.25,"2025-02-19","12:53",22,"","12_1","high"
"1285",6,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",6,"target",4,0.666666666666667,"2025-02-19","12:53",24,"","12_1","high"
"1286",6,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",6,"target",0,0.666666666666667,"2025-02-19","12:53",24,"","12_1","high"
"1287",6,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",6,"companion",2,0.666666666666667,"2025-02-19","12:53",24,"","12_1","high"
"1288",6,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",6,"companion",0,0.666666666666667,"2025-02-19","12:53",24,"","12_1","high"
"1289",5,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",9,"target",5,0.555555555555556,"2025-02-19","12:53",24,"","12_1","high"
"1290",5,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",9,"target",0,0.555555555555556,"2025-02-19","12:53",24,"","12_1","high"
"1291",5,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",9,"companion",4,0.555555555555556,"2025-02-19","12:53",24,"","12_1","high"
"1292",5,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",9,"companion",1,0.555555555555556,"2025-02-19","12:53",24,"","12_1","high"
"1293",4,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",8,"target",2,0.25,"2025-02-19","12:53",24,"","12_1","high"
"1294",4,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",8,"target",0,0.25,"2025-02-19","12:53",24,"","12_1","high"
"1295",4,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",8,"companion",6,0.25,"2025-02-19","12:53",24,"","12_1","high"
"1296",4,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",8,"companion",1,0.25,"2025-02-19","12:53",24,"","12_1","high"
"1297",3,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",9,"target",4,0.444444444444444,"2025-02-19","12:53",24,"","12_1","high"
"1298",3,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",9,"target",0,0.444444444444444,"2025-02-19","12:53",24,"","12_1","high"
"1299",3,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",9,"companion",5,0.444444444444444,"2025-02-19","12:53",24,"","12_1","high"
"1300",3,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",9,"companion",1,0.444444444444444,"2025-02-19","12:53",24,"","12_1","high"
"1301",2,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",7,"target",3,0.428571428571429,"2025-02-19","12:53",24,"","12_1","high"
"1302",2,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",7,"target",1,0.428571428571429,"2025-02-19","12:53",24,"","12_1","high"
"1303",2,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",7,"companion",4,0.428571428571429,"2025-02-19","12:53",24,"","12_1","high"
"1304",2,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",7,"companion",0,0.428571428571429,"2025-02-19","12:53",24,"","12_1","high"
"1305",1,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",4,"target",1,0.25,"2025-02-19","12:53",24,"","12_1","high"
"1306",1,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",4,"target",1,0.25,"2025-02-19","12:53",24,"","12_1","high"
"1307",1,"12","1","Dissimilar","orange",10,"dark_blue","40","stingless",4,"companion",3,0.25,"2025-02-19","12:53",24,"","12_1","high"
"1308",1,"12","1","Dissimilar","orange",10,"dark_blue","40","honeybee",4,"companion",1,0.25,"2025-02-19","12:53",24,"","12_1","high"
"1309",12,"12","9","Similar","orange",10,"yellow","20","stingless",16,"target",9,0.5625,"2025-02-19","10:30",22,"","12_9","low"
"1310",12,"12","9","Similar","orange",10,"yellow","20","honeybee",16,"target",0,0.5625,"2025-02-19","10:30",22,"","12_9","low"
"1311",12,"12","9","Similar","orange",10,"yellow","20","stingless",16,"companion",7,0.5625,"2025-02-19","10:30",22,"","12_9","low"
"1312",12,"12","9","Similar","orange",10,"yellow","20","honeybee",16,"companion",0,0.5625,"2025-02-19","10:30",22,"","12_9","low"
"1313",11,"12","9","Similar","orange",10,"yellow","20","stingless",10,"target",5,0.5,"2025-02-19","10:30",22,"","12_9","low"
"1314",11,"12","9","Similar","orange",10,"yellow","20","honeybee",10,"target",0,0.5,"2025-02-19","10:30",22,"","12_9","low"
"1315",11,"12","9","Similar","orange",10,"yellow","20","stingless",10,"companion",5,0.5,"2025-02-19","10:30",22,"","12_9","low"
"1316",11,"12","9","Similar","orange",10,"yellow","20","honeybee",10,"companion",0,0.5,"2025-02-19","10:30",22,"","12_9","low"
"1317",10,"12","9","Similar","orange",10,"yellow","20","stingless",14,"target",5,0.357142857142857,"2025-02-19","10:30",22,"","12_9","low"
"1318",10,"12","9","Similar","orange",10,"yellow","20","honeybee",14,"target",0,0.357142857142857,"2025-02-19","10:30",22,"","12_9","low"
"1319",10,"12","9","Similar","orange",10,"yellow","20","stingless",14,"companion",9,0.357142857142857,"2025-02-19","10:30",22,"","12_9","low"
"1320",10,"12","9","Similar","orange",10,"yellow","20","honeybee",14,"companion",0,0.357142857142857,"2025-02-19","10:30",22,"","12_9","low"
"1321",9,"12","9","Similar","orange",10,"yellow","20","stingless",12,"target",4,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1322",9,"12","9","Similar","orange",10,"yellow","20","honeybee",12,"target",0,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1323",9,"12","9","Similar","orange",10,"yellow","20","stingless",12,"companion",8,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1324",9,"12","9","Similar","orange",10,"yellow","20","honeybee",12,"companion",0,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1325",8,"12","9","Similar","orange",10,"yellow","20","stingless",14,"target",3,0.214285714285714,"2025-02-19","10:30",22,"","12_9","low"
"1326",8,"12","9","Similar","orange",10,"yellow","20","honeybee",14,"target",0,0.214285714285714,"2025-02-19","10:30",22,"","12_9","low"
"1327",8,"12","9","Similar","orange",10,"yellow","20","stingless",14,"companion",11,0.214285714285714,"2025-02-19","10:30",22,"","12_9","low"
"1328",8,"12","9","Similar","orange",10,"yellow","20","honeybee",14,"companion",0,0.214285714285714,"2025-02-19","10:30",22,"","12_9","low"
"1329",7,"12","9","Similar","orange",10,"yellow","20","stingless",17,"target",6,0.352941176470588,"2025-02-19","10:30",22,"","12_9","low"
"1330",7,"12","9","Similar","orange",10,"yellow","20","honeybee",17,"target",0,0.352941176470588,"2025-02-19","10:30",22,"","12_9","low"
"1331",7,"12","9","Similar","orange",10,"yellow","20","stingless",17,"companion",11,0.352941176470588,"2025-02-19","10:30",22,"","12_9","low"
"1332",7,"12","9","Similar","orange",10,"yellow","20","honeybee",17,"companion",0,0.352941176470588,"2025-02-19","10:30",22,"","12_9","low"
"1333",6,"12","9","Similar","orange",10,"yellow","20","stingless",12,"target",4,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1334",6,"12","9","Similar","orange",10,"yellow","20","honeybee",12,"target",0,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1335",6,"12","9","Similar","orange",10,"yellow","20","stingless",12,"companion",8,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1336",6,"12","9","Similar","orange",10,"yellow","20","honeybee",12,"companion",0,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1337",5,"12","9","Similar","orange",10,"yellow","20","stingless",12,"target",5,0.416666666666667,"2025-02-19","10:30",22,"","12_9","low"
"1338",5,"12","9","Similar","orange",10,"yellow","20","honeybee",12,"target",0,0.416666666666667,"2025-02-19","10:30",22,"","12_9","low"
"1339",5,"12","9","Similar","orange",10,"yellow","20","stingless",12,"companion",7,0.416666666666667,"2025-02-19","10:30",22,"","12_9","low"
"1340",5,"12","9","Similar","orange",10,"yellow","20","honeybee",12,"companion",0,0.416666666666667,"2025-02-19","10:30",22,"","12_9","low"
"1341",4,"12","9","Similar","orange",10,"yellow","20","stingless",8,"target",4,0.5,"2025-02-19","10:30",22,"","12_9","low"
"1342",4,"12","9","Similar","orange",10,"yellow","20","honeybee",8,"target",0,0.5,"2025-02-19","10:30",22,"","12_9","low"
"1343",4,"12","9","Similar","orange",10,"yellow","20","stingless",8,"companion",4,0.5,"2025-02-19","10:30",22,"","12_9","low"
"1344",4,"12","9","Similar","orange",10,"yellow","20","honeybee",8,"companion",0,0.5,"2025-02-19","10:30",22,"","12_9","low"
"1345",3,"12","9","Similar","orange",10,"yellow","20","stingless",5,"target",3,0.6,"2025-02-19","10:30",22,"","12_9","low"
"1346",3,"12","9","Similar","orange",10,"yellow","20","honeybee",5,"target",0,0.6,"2025-02-19","10:30",22,"","12_9","low"
"1347",3,"12","9","Similar","orange",10,"yellow","20","stingless",5,"companion",2,0.6,"2025-02-19","10:30",22,"","12_9","low"
"1348",3,"12","9","Similar","orange",10,"yellow","20","honeybee",5,"companion",0,0.6,"2025-02-19","10:30",22,"","12_9","low"
"1349",2,"12","9","Similar","orange",10,"yellow","20","stingless",5,"target",1,0.2,"2025-02-19","10:30",22,"","12_9","low"
"1350",2,"12","9","Similar","orange",10,"yellow","20","honeybee",5,"target",0,0.2,"2025-02-19","10:30",22,"","12_9","low"
"1351",2,"12","9","Similar","orange",10,"yellow","20","stingless",5,"companion",4,0.2,"2025-02-19","10:30",22,"","12_9","low"
"1352",2,"12","9","Similar","orange",10,"yellow","20","honeybee",5,"companion",1,0.2,"2025-02-19","10:30",22,"","12_9","low"
"1353",1,"12","9","Similar","orange",10,"yellow","20","stingless",6,"target",2,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1354",1,"12","9","Similar","orange",10,"yellow","20","honeybee",6,"target",0,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1355",1,"12","9","Similar","orange",10,"yellow","20","stingless",6,"companion",4,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1356",1,"12","9","Similar","orange",10,"yellow","20","honeybee",6,"companion",0,0.333333333333333,"2025-02-19","10:30",22,"","12_9","low"
"1357",12,"11","4","Similar","orange",10,"red","20","stingless",21,"target",11,0.523809523809524,"2025-02-19","12:50",23,"","11_4","low"
"1358",12,"11","4","Similar","orange",10,"red","20","honeybee",21,"target",0,0.523809523809524,"2025-02-19","12:50",23,"","11_4","low"
"1359",12,"11","4","Similar","orange",10,"red","20","stingless",21,"companion",10,0.523809523809524,"2025-02-19","12:50",23,"","11_4","low"
"1360",12,"11","4","Similar","orange",10,"red","20","honeybee",21,"companion",1,0.523809523809524,"2025-02-19","12:50",23,"","11_4","low"
